MYUWI,TOP,BOTTOM,POROSITY,PERMEABILITY,BITUMINS_EXTRACT,DEPTH
MY1,2781,2781.1,6.74,0.016,0.0138,2781.05
MY1,2781.5,2781.6,7.31,0.08,0.0105,2781.55
MY1,2782,2782.1,6.76,0,0.0102,2782.05
MY1,2782.5,2782.6,7.84,0,0.097,2782.55
MY1,2784,2784.1,2.42,0,0.0175,2784.05
MY1,2784.5,2784.6,1.64,0,0.0122,2784.55
MY1,2785,2785.1,1.04,0,0.0108,2785.05
MY1,2785.5,2785.6,0.51,0,0.0095,2785.55
MY1,2786,2786.1,0.79,0,0.0106,2786.05
MY1,2786.5,2786.6,1.2,0,0.0087,2786.55
MY1,2787.1,2787.2,0.59,0,0.0074,2787.15
MY1,2781.6,2781.7,2.28,0.219,0.0115,2781.65
MY1,2776.1,2776.2,1,0,0.0087,2776.15
MY1,2770.6,2770.7,2.94,0,0.0104,2770.65
MY1,2765.1,2765.2,2.82,0,0.0078,2765.15
MY1,2759.6,2759.7,2.9,0,0.0078,2759.65
MY1,2754.1,2754.2,3.82,0,0.0055,2754.15
MY1,2748.6,2748.7,3.84,0,0.006,2748.65
MY1,2743.1,2743.2,3.54,0,0.007,2743.15
MY1,2737.6,2737.7,4.03,0.038,0.007,2737.65
MY1,2732.1,2732.2,0.64,0,0.018,2732.15
MY1,2726.6,2726.7,0.66,0,0.0166,2726.65
MY1,2721.1,2721.2,1.3,0,0.037,2721.15
MY1,2715.6,2715.7,0.35,0,0.0101,2715.65
MY1,2792.8,2792.9,0.64,0,0.0245,2792.85
MY1,2793.3,2793.4,0.37,0,0.032,2793.35
MY1,3148.05,3148.1,-999.25,0.008,0,3148.075
MY1,3148.1,3148.2,3.58,0,0,3148.15
MY1,3148.55,3148.6,-999.25,-999.25,0,3148.575
MY1,3148.6,3148.7,3.2,0,0,3148.65
MY1,3149.05,3149.1,-999.25,-999.25,0,3149.075
MY1,3149.1,3149.2,3.05,0.156,0,3149.15
MY1,3150.75,3150.8,-999.25,-999.25,0,3150.775
MY1,3150.8,3150.9,3.29,0,0,3150.85
MY1,3151.25,3151.3,-999.25,-999.25,0,3151.275
MY1,3151.3,3151.4,3.33,0.08,0,3151.35
MY1,3151.75,3151.8,-999.25,-999.25,0,3151.775
MY1,3151.8,3151.9,3.14,0,0,3151.85
MY1,3152.25,3152.3,-999.25,-999.25,0,3152.275
MY1,3152.3,3152.4,3.88,0,0,3152.35
MY1,3152.75,3152.8,-999.25,-999.25,0,3152.775
MY1,3152.8,3152.9,4.46,0.16,0,3152.85
MY1,3153.25,3153.3,-999.25,-999.25,0,3153.275
MY1,3153.3,3153.4,3.09,-999.25,0,3153.35
MY1,3153.75,3153.8,-999.25,-999.25,0,3153.775
MY1,3153.8,3153.9,4.45,0.01,0,3153.85
MY1,3155.55,3155.6,-999.25,-999.25,0,3155.575
MY1,3155.6,3155.7,4.42,0.052,0,3155.65
MY1,3156.05,3156.1,-999.25,-999.25,0,3156.075
MY1,3156.1,3156.2,8.93,0.104,0,3156.15
MY1,3156.55,3156.6,-999.25,-999.25,0,3156.575
MY1,3156.6,3156.7,5.02,0.091,0,3156.65
MY1,3157.05,3157.1,-999.25,-999.25,0,3157.075
MY1,3157.1,3157.2,5.16,0.022,0,3157.15
MY1,3157.55,3157.6,-999.25,-999.25,0,3157.575
MY1,3157.6,3157.7,6.24,0.027,0,3157.65
MY1,3158.05,3158.1,-999.25,-999.25,0,3158.075
MY1,3158.1,3158.2,2.3,0.015,0,3158.15
MY1,3158.55,3158.6,-999.25,-999.25,0,3158.575
MY1,3158.6,3158.7,3.06,0.013,0,3158.65
MY1,3159.05,3158.1,-999.25,-999.25,0,3158.575
MY1,3159.1,3159.2,2.48,0.01,0,3159.15
MY1,3161.55,3161.6,-999.25,-999.25,0,3161.575
MY1,3161.6,3161.7,3.93,0.066,0,3161.65
MY1,3162.05,3162.1,-999.25,-999.25,0,3162.075
MY1,3162.1,3162.2,5.74,0.015,0,3162.15
MY1,3162.55,3162.6,-999.25,-999.25,0,3162.575
MY1,3162.6,3162.7,3.86,0.018,0,3162.65
MY1,3163.05,3163.1,-999.25,-999.25,0,3163.075
MY1,3163.1,3163.2,6.85,0,0,3163.15
MY1,3163.55,3163.6,-999.25,0.73,0,3163.575
MY1,3163.6,3163.7,3.66,0,0,3163.65
MY1,3164.05,3164.1,-999.25,-999.25,0,3164.075
MY1,3164.1,3164.2,6.29,0.73,0,3164.15
MY2,2837.5,2837.6,0.6,-999.25,0.026,2837.55
MY2,2838,2838.1,0.07,0.053,0.022,2838.05
MY2,2838.2,2838.3,0.15,0.492,0.017,2838.25
MY2,2838.4,2838.5,0.07,0.654,0.02,2838.45
MY2,2838.5,2838.6,0.93,-999.25,0.018,2838.55
MY2,2838.6,2838.7,3.41,0.158,0.02,2838.65
MY2,2840.1,2840.2,3.6,-999.25,0.013,2840.15
MY2,2844.9,2845,3.08,-999.25,0.033,2844.95
MY2,2847.8,2847.9,5.43,-999.25,0.034,2847.85
MY2,2850,2850.1,2.92,0.43,0.021,2850.05
MY2,2852.3,2852.4,9.66,0.43,0.022,2852.35
MY2,2852.8,2852.9,5.81,-999.25,0.019,2852.85
MY2,2854.7,2854.8,5.18,-999.25,0.02,2854.75
MY2,2855.3,2855.4,5.78,0.394,0.014,2855.35
MY2,2857,2857.1,4.34,0.358,0.023,2857.05
MY2,2857.5,2857.6,4.72,0.072,0.025,2857.55
MY2,2858,2858.1,1.33,0.875,0.015,2858.05
MY2,2859.8,2859.9,3.66,0.098,0.021,2859.85
MY2,2860.3,2860.4,4.54,0.125,0.043,2860.35
MY2,2862.6,2862.7,0.66,-999.25,0.019,2862.65
MY2,2863.1,2863.2,1.87,0.039,0.021,2863.15
MY2,2863.6,2863.7,0.58,0.013,0.016,2863.65
MY2,2864.1,2864.2,0.65,0.027,0.01,2864.15
MY2,2867.9,2868,9.63,0.036,0.022,2867.95
MY2,2868.5,2868.6,10.25,0.025,0.062,2868.55
MY2,2868.9,2869,6.51,0.169,0.03,2868.95
MY2,2869.5,2869.6,4.93,0.182,0.028,2869.55
MY2,2869.9,2870,2.42,0.038,0.021,2869.95
MY2,2870.5,2870.6,3.37,-999.25,0.024,2870.55
MY2,2870.9,2871,3.36,0.143,0.02,2870.95
MY2,2871.5,2871.6,4.68,0.242,0.017,2871.55
MY2,2875.9,2876,2.91,0.049,0.015,2875.95
MY2,2876.5,2876.6,1.96,0.523,0.014,2876.55
MY2,2876.9,2877,3.34,0.242,0.014,2876.95
MY2,2877.5,2877.6,3.88,-999.25,0.014,2877.55
MY2,2877.9,2878,1.48,0.121,0.016,2877.95
MY2,2879.7,2879.8,1.63,0.021,0.011,2879.75
MY2,2880.2,2880.3,0.87,1.786,0.013,2880.25
MY2,2880.7,2880.8,1.08,0.092,0.022,2880.75
MY2,2881.2,2881.3,0.22,0.045,0.009,2881.25
MY2,2881.7,2881.8,0.72,0,0.011,2881.75
MY2,2883.2,2883.3,0.79,0,0.018,2883.25
MY3,2731.5,2731.6,0.06,0.01,0.01,2731.55
MY3,2732,2732.1,0.06,0.01,0.012,2732.05
MY3,2732.5,2732.6,0.12,0.03,0.013,2732.55
MY3,2733,2733.1,0.06,0.01,0.019,2733.05
MY3,2733.5,2733.6,0.06,0.01,0.022,2733.55
MY3,2734,2734.1,0,0.01,0.01,2734.05
MY3,2734.5,2734.6,0.38,0.03,0.005,2734.55
MY3,2735,2735.1,0.51,0.01,0.019,2735.05
MY3,2735.5,2735.6,0.57,0.04,0.021,2735.55
MY3,2736,2736.1,1.01,0.03,0.016,2736.05
MY3,2736.5,2736.6,1.46,0.04,0.017,2736.55
MY3,2737,2737.1,2.43,0.59,0.018,2737.05
MY3,2737.5,2737.6,2.63,0.01,0.022,2737.55
MY3,2738,2738.1,1.23,0.04,0.02,2738.05
MY3,2738.5,2738.6,1.88,0.03,0.019,2738.55
MY3,2739,2739.1,1.9,0.02,0.037,2739.05
MY3,2739.5,2739.6,5.77,0.03,0.024,2739.55
MY3,2740,2740.1,6.84,0.15,0.044,2740.05
MY3,2740.5,2740.6,6.5,0.12,0.065,2740.55
MY3,2741,2741.1,6.45,0.09,0.151,2741.05
MY3,2741.5,2741.6,7.26,0.11,0.061,2741.55
MY3,2742,2742.1,0.16,-999.25,0.027,2742.05
MY3,2742.5,2742.6,0.06,0.02,0.018,2742.55
MY3,2743,2743.1,0.06,0.01,0.019,2743.05
MY3,2743.5,2743.6,0.06,0.03,0.019,2743.55
MY3,2744,2744.1,0.64,0.01,0.014,2744.05
MY3,2744.5,2744.6,0.66,-999.25,0.056,2744.55
MY3,2745,2745.1,1.93,0.05,0.043,2745.05
MY3,2745.5,2745.6,3.31,0.04,0.037,2745.55
MY3,2746,2746.1,2.91,0.04,0.023,2746.05
MY3,2746.5,2746.6,3.17,0.02,0.022,2746.55
MY3,2747,2747.1,3.15,0.03,0.025,2747.05
MY3,2750,2750.1,3.8,0.03,0.022,2750.05
MY3,2750.5,2750.6,4.06,0.04,0.01,2750.55
MY3,2751,2751.1,6.66,0.1,0.036,2751.05
MY3,2751.5,2751.6,3.21,0.05,0.025,2751.55
MY3,2752,2752.1,6.35,0.08,0.025,2752.05
MY3,2752.5,2752.6,4.45,0.07,0.024,2752.55
MY3,2753,2753.1,3.77,0.01,0.018,2753.05
MY3,2753.5,2753.6,3.91,0.01,0.017,2753.55
MY3,2754,2754.1,3.12,0.05,0.008,2754.05
MY3,2754.5,2754.6,3.92,0.01,0.007,2754.55
MY3,2755,2755.1,6.81,0.13,0.011,2755.05
MY3,2755.5,2755.6,4.62,0.02,0.017,2755.55
MY3,2756,2756.1,4.98,0.54,0.014,2756.05
MY3,2756.5,2756.6,7.93,0.12,0.013,2756.55
MY3,2757,2757.1,6.44,0.03,0.011,2757.05
MY3,2757.5,2757.6,3.63,0.02,0.009,2757.55
MY3,2758,2758.1,4.12,0.01,0.036,2758.05
MY3,2758.5,2758.6,4.05,0.01,0.011,2758.55
MY3,2759,2759.1,3.71,0.05,0.042,2759.05
MY3,2759.5,2759.6,6.49,0.01,0.019,2759.55
MY3,2760,2760.1,1.24,0.09,0.014,2760.05
MY3,2760.5,2760.6,2.41,0.05,0.007,2760.55
MY3,2761,2761.1,0.83,0.07,0.008,2761.05
MY3,2761.5,2761.6,7.16,-999.25,0.008,2761.55
MY3,2762,2762.1,12.78,-999.25,0.015,2762.05
MY3,2762.5,2762.6,8.11,-999.25,0.008,2762.55
MY3,2763,2763.1,2.15,-999.25,0.008,2763.05
MY3,2763.5,2763.6,9.74,-999.25,0.01,2763.55
MY3,2764,2764.1,4.99,0.06,0.017,2764.05
MY3,2764.5,2764.6,1.94,0.01,0.013,2764.55
MY3,2765,2765.1,2.84,0.01,0.015,2765.05
MY3,2765.5,2765.6,4.95,0.03,0.011,2765.55
MY3,2766,2766.1,4.81,0.04,0.024,2766.05
MY3,2766.5,2766.6,1.11,0.05,0.02,2766.55
MY3,2767,2767.1,4.89,0.02,0.032,2767.05
MY3,2767.5,2767.6,3.71,185.01,0.014,2767.55
MY3,2768,2768.1,2.48,0.03,0.012,2768.05
MY3,2768.5,2768.6,3.92,0.08,0.013,2768.55
MY3,2770,2770.1,2.49,0.01,0.028,2770.05
MY3,2770.5,2770.6,6.78,0.02,0.018,2770.55
MY3,2771,2771.1,7.31,0.62,0.012,2771.05
MY3,2771.5,2771.6,0.69,0.01,0.012,2771.55
MY3,2772,2772.1,10.76,7.39,0.026,2772.05
MY3,2772.5,2772.6,5.52,0.04,0.032,2772.55
MY3,2773,2773.1,4.76,0.04,0.03,2773.05
MY3,2773.5,2773.6,4.76,0.05,0.032,2773.55
MY3,2774,2774.1,4.66,0.11,0.037,2774.05
MY3,2774.5,2774.6,4.62,0.12,0.022,2774.55
MY3,2775,2775.1,5.89,50.99,0.04,2775.05
MY3,2775.5,2775.6,5.06,10.77,0.032,2775.55
MY3,2776,2776.1,7.1,0.51,0.05,2776.05
MY3,2776.5,2776.6,9.93,0.02,0.051,2776.55
MY3,2777,2777.1,8.9,0.15,0.025,2777.05
MY3,2777.5,2777.6,8,0.04,0.052,2777.55
MY3,2778,2778.1,10.56,0.38,0.038,2778.05
MY3,2778.5,2778.6,3.38,0.08,0.043,2778.55
MY3,2779,2779.1,10.83,0.73,0.044,2779.05
MY3,2779.5,2779.6,5.64,1.15,0.026,2779.55
MY3,2780,2780.1,4.69,10.77,0.022,2780.05
MY3,2780.5,2780.6,3.82,0.15,0.019,2780.55
MY3,2781,2781.1,6.33,0.06,0.008,2781.05
MY3,2781.5,2781.6,6.14,0.14,0.024,2781.55
MY3,2782,2782.1,0.27,0.16,0.013,2782.05
MY3,2782.5,2782.6,4.76,0.16,0.026,2782.55
MY3,2783,2783.1,5.33,0.13,0.02,2783.05
MY3,2783.5,2783.6,7.89,0.06,0.018,2783.55
MY3,2784,2784.1,9.44,0.81,0.034,2784.05
MY3,2784.5,2784.6,8.19,0.18,0.021,2784.55
MY3,2785,2785.1,7.27,0.58,0.023,2785.05
MY3,2785.5,2785.6,5.89,0.18,0.032,2785.55
MY3,2786,2786.1,5.67,0.08,0.02,2786.05
MY3,2786.5,2786.6,9.98,81.19,0.033,2786.55
MY3,2787,2787.1,2.1,0.03,0.015,2787.05
MY3,2787.5,2787.6,3.98,0.03,0.01,2787.55
MY3,2788,2788.1,1.66,0.03,0.012,2788.05
MY3,2788.5,2788.6,3.69,0.11,0.008,2788.55
MY3,2789,2789.1,3.04,0.05,0.006,2789.05
MY3,2789.5,2789.6,1.09,0.02,0.006,2789.55
MY3,2790,2790.1,1.45,67.57,0.006,2790.05
MY3,2790.5,2790.6,1.44,0.12,0.006,2790.55
MY3,2791,2791.1,1.29,0.03,0.006,2791.05
MY3,2791.5,2791.6,1.73,0.05,0,2791.55
MY3,2792,2792.1,0.86,0.04,0,2792.05
MY3,2792.5,2792.6,1.22,0.05,0,2792.55
MY3,2793,2793.1,1.37,0.08,0,2793.05
MY3,2793.5,2793.6,1.23,0.09,0,2793.55
MY3,2794,2794.1,1.51,0.13,0,2794.05
MY3,2794.5,2794.6,0.79,0.15,0,2794.55
MY3,2795,2795.1,0.79,0.29,0.016,2795.05
MY3,2795.5,2795.6,1.01,0.08,0.013,2795.55
MY3,2796,2796.1,1.43,0.05,0.009,2796.05
MY3,2796.5,2796.6,1.3,0.02,0.009,2796.55
MY3,2797,2797.1,1.72,0.06,0.009,2797.05
MY3,2797.5,2797.6,1.72,0.15,0.012,2797.55
MY3,2798,2798.1,2.87,0.06,0.012,2798.05
MY3,2798.5,2798.6,1.86,0.05,0.016,2798.55
MY3,2799,2799.1,2.07,0.12,0.019,2799.05
MY3,2799.5,2799.6,2.87,0.2,0.017,2799.55
MY3,2800,2800.1,1.94,0.03,0.018,2800.05
MY3,2800.5,2800.6,2.22,0.05,0.019,2800.55
MY3,2801,2801.1,2.22,0.12,0.013,2801.05
MY3,2801.5,2801.6,2.16,0.11,0.016,2801.55
MY3,2802,2802.1,1.65,0.2,0.01,2802.05
MY3,2802.5,2802.6,1.64,0.03,0.015,2802.55
MY3,2803,2803.1,1.43,0.2,0.014,2803.05
MY3,2803.5,2803.6,0.78,0.13,0.013,2803.55
MY3,2804,2804.1,0.78,0.09,0.017,2804.05
MY3,2804.5,2804.6,1.22,0.09,0.011,2804.55
MY3,2805,2805.1,0.93,0.25,0.008,2805.05
MY3,2805.5,2805.6,1.22,0.13,0.01,2805.55
MY3,2806,2806.1,0.94,0.06,0.016,2806.05
MY3,2806.5,2806.6,1.6,0.15,0.004,2806.55
MY3,2807,2807.1,2.4,0.12,0.012,2807.05
MY3,2807.5,2807.6,1.31,0.03,0.011,2807.55
MY3,2808,2808.1,1.31,0.05,0.006,2808.05
MY3,2808.5,2808.6,1.24,0.09,0.009,2808.55
MY3,2809,2809.1,0.58,0.06,0.009,2809.05
MY3,2809.5,2809.6,0.51,0.04,0.012,2809.55
MY3,2810,2810.1,0.51,0.05,0.009,2810.05
MY3,2810.5,2810.6,0.65,0.02,0.01,2810.55
MY3,2811,2811.1,0.74,0.03,0.011,2811.05
MY3,2811.5,2811.6,0.88,0.06,0.009,2811.55
MY3,2812,2812.1,0.88,0.03,0.009,2812.05
MY3,2812.5,2812.6,0.37,0.05,0.013,2812.55
MY3,2813,2813.1,0.66,0.07,0.013,2813.05
MY3,2813.5,2813.6,0.74,0.06,0.013,2813.55
MY3,2814,2814.1,0.66,0.09,0.029,2814.05
MY3,2814.5,2814.6,0.07,0.05,0.023,2814.55
MY3,2815,2815.1,0.52,0.06,0.022,2815.05
MY3,2815.5,2815.6,0.15,0.11,0.02,2815.55
MY3,2816,2816.1,0.8,0.06,0.031,2816.05
MY5,1240.8,1240.9,-999.25,0,0.008,1240.85
MY5,1241.2,1241.3,10.97,11.45,0,1241.25
MY5,1241.8,1241.9,22.59,148.85,0,1241.85
MY5,1242.3,1242.4,23.51,189.666,0,1242.35
MY5,1242.8,1242.9,25.2,206.34,0,1242.85
MY5,1243.3,1243.4,10.53,16.049,0,1243.35
MY5,1294.7,1294.8,25.19,208.63,0,1294.75
MY5,1295,1295.1,24.84,208.632,0,1295.05
MY5,1295.7,1295.8,24.4,189.666,0,1295.75
MY5,1296.2,1296.3,26.68,240.73,0,1296.25
MY5,1296.7,1296.8,21.6,137.56,0,1296.75
MY5,1297.2,1297.3,25.3,189.666,0.0195,1297.25
MY5,1297.7,1297.8,22.94,160.486,0,1297.75
MY5,409.7,409.8,30.33,262.17,0.0113,409.75
MY5,410.7,410.8,23.12,175.681,0.0895,410.75
MY5,411.7,411.8,23.51,151.48,0.0033,411.75
MY5,608.2,608.3,18.22,35.345,0.0433,608.25
MY5,609.2,609.3,26.16,74.225,0.0174,609.25
MY5,782,782.1,17.39,3.738,0.0203,782.05
MY5,782.5,782.6,14.31,1.957,0.0098,782.55
MY5,1090.8,1090.9,19.11,67.477,0,1090.85
MY5,1091.8,1091.9,24.75,105.556,0,1091.85
MY5,1092.8,1092.9,27.29,222.245,0,1092.85
MY5,1093.8,1093.9,25.83,244.69,0,1093.85
MY5,1094.8,1094.9,28.62,227.22,-999.25,1094.85
MY5,1096.3,1096.4,21.77,212.073,-999.25,1096.35
MY5,1148.5,1148.6,25.3,163.133,-999.25,1148.55
MY5,1149,1149.1,22.15,100.987,-999.25,1149.05
MY5,1149.5,1149.6,30.34,212.07,-999.25,1149.55
MY5,1150,1150.1,28.2,192.264,-999.25,1150.05
MY5,1151.4,1151.5,10.6,10.604,-999.25,1151.45
MY5,1195.8,1195.9,26.78,227.22,0.004,1195.85
MY5,2118.7,2118.8,1.18,0.261,0.0215,2118.75
MY5,2119.7,2119.8,9.03,1.222,0.015,2119.75
MY5,2120.8,2120.9,5.13,1.862,0.0168,2120.85
MY5,2121.7,2121.8,5.71,0.853,0.0253,2121.75
MY5,2893.7,2893.8,0.5,0.154,0.045,2893.75
MY5,2894.5,2894.6,0,0,0.0575,2894.55
MY5,2896,2896.1,2.27,0.187,0.0955,2896.05
MY5,2898.9,2898.95,2.72,0.146,0.1275,2898.925
MY5,2899.3,2899.35,3.79,0,0.17,2899.325
MY5,2899.5,2899.6,3.81,0.307,0.105,2899.55
MY5,2900.85,2900.9,3.33,0.478,0.105,2900.875
MY5,2901.4,2901.5,3.05,0.159,0.148,2901.45
MY5,2901.9,2901.95,1.93,0.148,0.1035,2901.925
MY5,2902.3,2902.4,1.2,0.136,0.1293,2902.35
MY5,2903.5,2903.6,0.87,0.127,0.061,2903.55
MY5,2904,2904.05,0.64,0.105,0.0763,2904.025
MY5,2904.5,2904.55,0.34,0.105,0.0913,2904.525
MY5,2905,2905.1,0,0,0.115,2905.05
MY5,2905.5,2905.6,0.35,0.107,0.1645,2905.55
MY5,2906,2906.05,0,0,0.1325,2906.025
MY5,2906.5,2906.6,0,0.086,0.0855,2906.55
MY5,2907,2907.1,0.41,0,0.095,2907.05
MY5,3084.15,3084.2,1.93,0.077,0,3084.175
MY5,3086.1,3086.2,1.61,0.098,0,3086.15
MY5,3086.4,3086.5,1.42,0.08,0,3086.45
MY5,3093.4,3093.5,3.5,0.197,0,3093.45
MY5,3096,3096.1,4.31,0.207,0,3096.05
MY5,3097,3097.1,2.19,0.125,0,3097.05
MY5,3099,3099.1,3,0.078,0,3099.05
MY5,3103.3,3103.4,2.25,0.098,0,3103.35
MY5,3114.6,3114.7,2.48,0,0,3114.65
MY7,2050,2050.1,2.11,0.584,0.083,2050.05
MY7,2050.5,2050.6,1.9,0.151,0.038,2050.55
MY7,2051,2051.1,1.97,-999.25,0.091,2051.05
MY7,2051.5,2051.6,1.16,-999.25,0.061,2051.55
MY7,2052,2052.1,3.21,-999.25,0.085,2052.05
MY7,2052.5,2052.6,5.45,0.003,0.08,2052.55
MY7,2053,2053.1,2.09,-999.25,0.076,2053.05
MY7,2053.5,2053.6,2.38,0.002,0.102,2053.55
MY7,2054,2054.1,3.08,0.01,0.101,2054.05
MY7,2054.5,2054.6,2.18,0.001,0.072,2054.55
MY7,2055,2055.1,5.8,-999.25,0.09,2055.05
MY7,2055.5,2055.6,5.6,-999.25,0.107,2055.55
MY7,2056,2056.1,1.09,0.002,0.077,2056.05
MY7,2056.5,2056.6,2.72,0.003,0.073,2056.55
MY7,2057,2057.1,2.72,0.002,0.071,2057.05
MY7,2057.5,2057.6,10.14,0.408,0.139,2057.55
MY7,2058,2058.1,6.8,0.124,0.169,2058.05
MY7,2058.5,2058.6,7.85,0.143,0.095,2058.55
MY7,2059,2059.1,4.19,-999.25,0.032,2059.05
MY7,2059.5,2059.6,10.86,2.182,0.143,2059.55
MY26,2352.5,2352.6,1.6,0.169,0.0242,2352.55
MY26,2353.8,2353.9,0.55,0,0.1204,2353.85
MY26,2354.3,2354.4,0.35,0,0.0948,2354.35
MY26,2354.8,2354.9,0.69,0,0.0265,2354.85
MY26,2355.3,2355.4,6.16,0.133,0.106,2355.35
MY26,2355.8,2355.9,1.31,0,0.02,2355.85
MY26,2356.3,2356.4,0.83,0.225,0.0871,2356.35
MY26,2357.4,2357.5,0.9,0,0.035,2357.45
MY26,2357.9,2358,0.69,0,0.0452,2357.95
MY26,2358.4,2358.5,0.62,0.333,0.009,2358.45
MY26,2358.9,2359,0.55,0,0.0223,2358.95
MY26,2359.4,2359.5,0.62,0,0.0358,2359.45
MY26,2359.9,2360,0.83,0,0.0365,2359.95
MY26,2360.4,2360.5,1.03,0.011,0.0319,2360.45
MY26,2360.9,2361,0.83,0,0.0158,2360.95
MY26,2361.8,2361.9,0.69,0,0.0106,2361.85
MY26,2362.3,2362.4,0.62,0,0.0175,2362.35
MY26,2362.8,2362.9,0.69,0,0.0124,2362.85
MY26,2363.3,2363.4,1.1,0,0.079,2363.35
MY26,2365.4,2365.5,0.27,0,0.014,2365.45
MY26,2365.9,2366,0.34,0,0.0122,2365.95
MY26,2366.4,2366.5,0.14,0,0.0122,2366.45
MY26,2366.9,2367,0.34,0.015,0.0164,2366.95
MY26,2367.4,2367.5,0.34,0,0.0163,2367.45
MY26,2369.8,2369.9,0.48,0.365,0.0183,2369.85
MY26,2370.3,2370.4,0.9,0,0.0147,2370.35
MY26,2370.8,2370.9,0.69,0,0.0339,2370.85
MY26,2371.3,2371.4,0.33,0,0.135,2371.35
MY26,2371.8,2371.9,0.07,0,0.0186,2371.85
MY26,2372.3,2372.4,0.35,0,0.0195,2372.35
MY26,2372.8,2372.9,0.14,0,0.0149,2372.85
MY26,2373.3,2373.4,0.21,0,0.0142,2373.35
MY26,2373.9,2374,0.78,0,0.0135,2373.95
MY26,2374.4,2374.5,0.9,0,0.0144,2374.45
MY26,2374.9,2375,3.33,0.27,0.0163,2374.95
MY26,2375.4,2375.5,1.25,0,0.0182,2375.45
MY26,2375.9,2376,0.28,0,0.0141,2375.95
MY26,2376.4,2376.5,0.21,0,0.01,2376.45
MY26,2378.9,2379,0.21,0,0.0146,2378.95
MY26,2379.4,2379.5,0.42,0,0.0099,2379.45
MY26,2379.9,2380,0.42,0,0.009,2379.95
MY26,2383.5,2383.6,0.48,0,0.0084,2383.55
MY26,2384,2384.1,0.35,0,0.0068,2384.05
MY26,2384.5,2384.6,0.42,0,0.0136,2384.55
MY26,2385,2385.1,0.35,0,0.0011,2385.05
MY12,2327.7,2327.8,1.01,-999.25,0.0226,2327.75
MY12,2329,2329.1,1.38,0.021,0.016,2329.05
MY12,2329.5,2329.6,1.31,0.105,0.0201,2329.55
MY12,2330,2330.1,0.72,0,0.0312,2330.05
MY12,2330.5,2330.6,0.79,-999.25,0.0229,2330.55
MY12,2331.2,2331.3,0.83,-999.25,0.0266,2331.25
MY12,2332.9,2333,0.86,0,0.0262,2332.95
MY12,2333.4,2333.5,0.72,0.393,0.0334,2333.45
MY12,2335.1,2335.2,0.78,-999.25,0.0345,2335.15
MY12,2335.4,2335.5,0.36,0,0.0314,2335.45
MY12,2336.1,2336.2,1.63,-999.25,0.0426,2336.15
MY12,2336.7,2336.8,0.14,0.014,0.0225,2336.75
MY12,2337.1,2337.2,0.29,0,0.271,2337.15
MY12,2337.7,2337.8,0.38,-999.25,0.0374,2337.75
MY12,2338.2,2338.3,0.61,-999.25,0.0563,2338.25
MY12,2338.7,2338.8,0.31,-999.25,0.0306,2338.75
MY12,2338.1,2338.2,0.22,0,0.0225,2338.15
MY12,2338.6,2338.7,0.22,0,0.0215,2338.65
MY12,2339.1,2339.2,0.14,0,0.0161,2339.15
MY12,2339.6,2339.7,0.07,0,0.0129,2339.65
MY12,2340.1,2340.2,1.44,0,0.0211,2340.15
MY12,2340.7,2340.8,1.36,0.036,0.0186,2340.75
MY12,2341,2341.1,0.57,0,0.0174,2341.05
MY12,2341.7,2341.8,1,0,0.0176,2341.75
MY12,2346.2,2346.3,0.5,0,0.0162,2346.25
MY12,2346.8,2346.9,0.64,0,0.0179,2346.85
MY12,2347.4,2347.5,0.36,0,0.074,2347.45
MY12,2350.8,2350.9,4.65,0.011,0.0556,2350.85
MY12,2351.4,2351.5,3.13,0,0.0207,2351.45
MY14,2508,2508.1,0.83,0,0.03,2508.05
MY14,2508.5,2508.6,4.44,0.08,0.024,2508.55
MY14,2509.4,2509.5,6.67,0.12,0.028,2509.45
MY14,2509.9,2510,7.7,0.2,0.034,2509.95
MY14,2510.4,2510.5,5.71,0.09,0.017,2510.45
MY14,2510.9,2511,7.43,0.16,0.026,2510.95
MY14,2511.4,2511.5,7.52,0.22,0.02,2511.45
MY14,2511.9,2512,6.73,0.13,0.035,2511.95
MY14,2512.9,2513,4.1,0.14,0.024,2512.95
MY14,2513.4,2513.5,4.88,0.11,0.024,2513.45
MY14,2513.9,2514,0,0.11,0.018,2513.95
MY14,2514.4,2514.5,4.58,0.01,0.02,2514.45
MY14,2514.9,2515,2.71,0.06,0.018,2514.95
MY14,2515.4,2515.5,0.69,0.01,0.016,2515.45
MY14,2515.7,2515.8,0.69,0.01,0.015,2515.75
MY14,2516.2,2516.3,0.14,0.01,0.025,2516.25
MY14,2516.7,2516.8,3.23,0.08,0.033,2516.75
MY14,2517.2,2517.3,1.28,0.06,0.016,2517.25
MY14,2518,2518.1,5.12,0.15,0.031,2518.05
MY14,2521,2521.1,3.7,0.51,0.026,2521.05
MY14,2521.5,2521.6,5.53,0.32,0.02,2521.55
MY14,2522,2522.1,1.87,0.01,0.016,2522.05
MY14,2525,2525.1,5.83,0.51,0.023,2525.05
MY14,2525.5,2525.6,9.8,1.66,0.015,2525.55
MY14,2526,2526.1,7.76,1,0.027,2526.05
MY14,2526.5,2526.6,6.43,1.41,0.032,2526.55
MY14,2527,2527.1,2.38,0.01,0.016,2527.05
MY14,2527.5,2527.6,2.93,0.01,0.011,2527.55
MY14,2529,2529.1,5.79,0.23,0.062,2529.05
