MYUWI,TOP,BOTTOM,POROSITY,PERMEABILITY,BITUMINS_EXTRACT,DEPTH
MY48,2704.2,2704.3,1.97,0,0.041,2704.25
MY48,2704.7,2704.8,1.26,0,0.051,2704.75
MY48,2705.2,2705.3,3.16,0.2,0.091,2705.25
MY48,2705.7,2705.8,2.18,0.13,0.083,2705.75
MY48,2706.2,2706.3,2.1,0,0.426,2706.25
MY48,2706.7,2706.8,3.02,0,0.119,2706.75
MY48,2707.2,2707.3,1.82,0,0.081,2707.25
MY48,2707.7,2707.8,2.19,0,0.082,2707.75
MY48,2708.2,2708.3,0.08,0,0.171,2708.25
MY48,2708.7,2708.8,1.62,0.01,0.025,2708.75
MY48,2709.2,2709.3,1.06,0.01,0.064,2709.25
MY48,2709.7,2709.8,1.48,0,0.091,2709.75
MY48,2710.2,2710.3,0.08,0,0.091,2710.25
MY48,2710.7,2710.8,1.2,0,0.026,2710.75
MY48,2711.2,2711.3,1.05,0,0.097,2711.25
MY48,2711.7,2711.8,0.21,0.06,0.098,2711.75
MY48,2712.2,2712.3,0.92,0,0.1,2712.25
MY48,2712.7,2712.8,1.06,0,0.106,2712.75
MY48,2713.2,2713.3,0.77,0,0.02,2713.25
MY48,2713.7,2713.8,0.7,0,0.075,2713.75
MY48,2714.2,2714.3,0.84,0,0.115,2714.25
MY48,2714.7,2714.8,1.05,0,0.089,2714.75
MY48,2715.2,2715.3,0.91,0,0.048,2715.25
MY48,2715.7,2715.8,0.84,0,0.035,2715.75
MY48,2716.2,2716.3,0.63,0,0.019,2716.25
MY48,2716.7,2716.8,0.77,0,0.016,2716.75
MY48,2717.2,2717.3,0.85,0,0.038,2717.25
MY48,2717.7,2717.8,0.7,0,0.02,2717.75
MY48,2718.2,2718.3,0.9,0,0.016,2718.25
MY48,2718.7,2718.8,0.91,0,0.011,2718.75
MY48,2719.2,2719.3,0.7,0,0.06,2719.25
MY48,2719.7,2719.8,0.71,0,0.007,2719.75
MY48,2720.2,2720.3,0.83,0,0.005,2720.25
MY48,2887,2887.1,0.7,0,0.004,2887.05
MY48,2887.5,2887.6,0.78,0,0.002,2887.55
MY48,2888,2888.1,1.13,0,0.002,2888.05
MY48,2888.5,2888.6,1.48,0.01,0.006,2888.55
MY48,2889,2889.1,0.92,0,0.003,2889.05
MY48,2889.5,2889.6,0.78,0.02,0.002,2889.55
MY48,2890,2890.1,0.57,0.01,0.006,2890.05
MY48,2890.5,2890.6,0.66,0,0.005,2890.55
MY48,2891,2891.1,0.65,0,0.001,2891.05
MY48,2891.5,2891.6,0.56,0,0.005,2891.55
MY48,2892,2892.1,0.72,0,0.002,2892.05
MY48,2892.5,2892.6,0.94,0,0.004,2892.55
MY48,2893,2893.1,0.57,0,0.002,2893.05
MY48,2893.5,2893.6,0.5,0,0.002,2893.55
MY48,2894,2894.1,1.08,0,0.005,2894.05
MY48,2894.5,2894.6,0.57,0,0.003,2894.55
MY48,2895,2895.1,0.64,0,0.001,2895.05
MY48,2895.5,2895.6,0.71,0,0.002,2895.55
MY48,2897,2897.1,6.24,0.05,0.007,2897.05
MY48,2897.5,2897.6,5.74,0.01,0.004,2897.55
MY48,2898,2898.1,7.31,0.03,0.003,2898.05
MY48,2898.5,2898.6,4.76,0.01,0.008,2898.55
MY48,2899,2899.1,5.55,0.01,0.002,2899.05
MY48,2899.5,2899.6,5.09,0.07,0.006,2899.55
MY48,2900,2900.1,6.91,0.04,0.005,2900.05
MY48,2900.2,2900.3,4.83,0.03,0.003,2900.25
MY48,2900.3,2900.4,5.9,0.01,0.009,2900.35
MY48,2900.8,2900.9,6.53,0.04,0.007,2900.85
MY48,2901.3,2901.4,7.25,0.03,0.016,2901.35
MY48,2901.8,2901.9,7.86,0.07,0,2901.85
MY48,2902.3,2902.4,11.16,0.46,0.009,2902.35
MY48,2902.8,2902.9,5.81,0.06,0.003,2902.85
MY48,2903.3,2903.4,5.88,0.01,0.007,2903.35
MY48,2903.8,2903.9,7.18,0.03,0.005,2903.85
MY48,2904.3,2904.4,8.14,0.06,0.005,2904.35
MY48,2904.8,2904.9,7.44,0.02,0.005,2904.85
MY48,2905.3,2905.4,7.58,0.03,0.004,2905.35
MY48,2905.8,2905.9,7.26,0.05,0.003,2905.85
MY48,2907.3,2907.4,5.45,0,0,2907.35
MY48,2907.8,2907.9,5.81,0.04,0.003,2907.85
MY48,2908,2908.1,6.52,0.13,0,2908.05
MY48,2908.8,2908.9,6.81,0.03,0,2908.85
MY48,2909.3,2909.4,7.14,0.04,0,2909.35
MY48,2909.8,2909.9,6.74,0.04,0,2909.85
MY48,2910.3,2910.4,8.2,0.16,0.003,2910.35
MY48,2910.8,2910.9,7.91,0.06,0.004,2910.85
MY48,2911.3,2911.4,7.11,0.06,0.007,2911.35
MY48,2912.3,2912.4,10.47,4.46,0,2912.35
MY48,2913.3,2913.4,6.74,0.01,0.003,2913.35
MY48,2913.8,2913.9,6.45,0.01,0.002,2913.85
MY48,2914.3,2914.4,8.43,0.03,0.002,2914.35
MY48,2914.8,2914.9,5.87,0.01,0.008,2914.85
MY48,2915.3,2915.4,7.57,0.81,0.008,2915.35
MY48,2915.8,2915.9,3.8,0.02,0.005,2915.85
MY48,2916.3,2916.4,6.56,0.01,0.009,2916.35
MY48,2916.8,2916.9,6.98,0,0.006,2916.85
MY48,2917.3,2917.4,2.61,0.02,0.009,2917.35
MY48,2917.8,2917.9,5.86,0,0.008,2917.85
MY48,2918.1,2918.2,6.06,0.02,0.009,2918.15
MY48,2918.2,2918.3,6.6,0.01,0.01,2918.25
MY48,2918.3,2918.4,6.8,0.01,0.007,2918.35
MY48,2918.8,2918.9,2.94,0.05,0.005,2918.85
MY48,2919.3,2919.4,4.52,0,0.005,2919.35
MY48,2919.8,2919.9,4.04,-999.25,0.005,2919.85
MY48,2920.3,2920.4,4.86,-999.25,0.005,2920.35
MY48,2920.8,2920.9,5.08,0.01,0.005,2920.85
MY48,2921.3,2921.4,5.49,0,0.005,2921.35
MY48,2921.8,2921.9,5.33,0,0.006,2921.85
MY48,2922.3,2922.4,6.38,0.03,0.004,2922.35
MY48,2922.8,2922.9,3.86,0,0.007,2922.85
MY48,2923.3,2923.4,3.47,0.02,0.006,2923.35
MY48,2923.8,2923.9,4.25,0.02,0.005,2923.85
MY48,2924.3,2924.4,5.9,0,0.006,2924.35
MY48,2924.8,2924.9,6.38,0.01,0.005,2924.85
MY48,2925.3,2925.4,6.95,0.01,0.006,2925.35
MY48,2926.3,2926.4,5.53,0.01,0.011,2926.35
MY48,2927.3,2927.4,6.61,0.03,0.008,2927.35
MY48,2928.3,2928.4,4.84,0.02,0.005,2928.35
MY48,2929.3,2929.4,5.3,0,0.009,2929.35
MY48,2930.3,2930.4,5.52,0.01,0.006,2930.35
MY48,2931.3,2931.4,4.88,0,0.007,2931.35
MY48,2933.3,2933.4,5.94,0,0.005,2933.35
MY48,2933.8,2933.9,6.79,0.01,0.01,2933.85
MY48,2934.3,2934.4,6.33,0.02,0.005,2934.35
MY48,2935.3,2935.4,5.84,0.02,0.007,2935.35
MY48,2936.3,2936.4,5.34,0.02,0.006,2936.35
MY48,2937,2937.1,7.19,0.09,0.008,2937.05
MY48,2938,2938.1,5.63,0.04,0.008,2938.05
MY48,2939,2939.1,5.34,0.01,0.008,2939.05
MY48,2940,2940.1,9.05,0.07,0.006,2940.05
MY48,2941,2941.1,7.81,0.07,0.009,2941.05
MY48,2942,2942.1,2.56,0.05,0.008,2942.05
MY48,2943,2943.1,3.85,0,0.012,2943.05
MY48,2944,2944.1,7.94,0.06,0.008,2944.05
MY48,2945,2945.1,3.92,0,0.006,2945.05
MY48,3078,3078.1,8.65,0.18,0.006,3078.05
MY48,3079,3079.1,8.51,0,0.005,3079.05
MY48,3080,3080.1,7.65,0.03,0.011,3080.05
MY48,3081,3081.1,10.44,0,-999.25,3081.05
MY49,2666.9,2666.1,1.59,0.182,0.1399,2666.5
MY49,2667.1,2666.4,0.5,0.016,0.00445,2666.75
MY49,26674,2666.7,0.79,0,0.0234,14670.35
MY49,2667.6,2667,3.1,1.163,0.4735,2667.3
MY52,2681.9,2682,0.91,0.036,0.055,2681.95
MY52,2682.4,2682.5,0.31,10.949,0.056,2682.45
MY52,2682.9,2683,0.39,-999.25,0.053,2682.95
MY52,2683.4,2683.5,0.62,-999.25,0.085,2683.45
MY52,2683.9,2684,0.54,-999.25,0.059,2683.95
MY52,2684.4,2684.5,0.29,0.044,0.042,2684.45
MY52,2684.9,2685,0.49,-999.25,0.051,2684.95
MY52,2685.4,2685.5,0.63,-999.25,0.047,2685.45
MY52,2685.9,2686,0.45,-999.25,0.046,2685.95
MY52,2686.4,2686.5,0.39,25.548,0.041,2686.45
MY52,2686.9,2687,0.53,0.062,0.02,2686.95
MY52,2687.4,2687.5,1.01,-999.25,0.048,2687.45
MY52,2687.9,2688,0.82,-999.25,0.041,2687.95
MY52,2688.4,2688.5,0.62,55.742,0.06,2688.45
MY52,2688.9,2689,0.55,-999.25,0.041,2688.95
MY52,2689.4,2689.5,0.47,30.658,0.062,2689.45
MY52,2695.5,2695.6,0.38,30.658,0.072,2695.55
MY52,2695.6,2695.7,3.41,4.137,0.212,2695.65
MY52,2696.1,2696.2,2.56,-999.25,0.17,2696.15
MY52,2696.6,2696.7,0.47,30.658,0.036,2696.65
MY52,2697.1,2697.2,1.49,-999.25,0.077,2697.15
MY52,2697.6,2697.7,5.48,-999.25,0.214,2697.65
MY52,2698.1,2698.2,7.56,-999.25,0.322,2698.15
MY52,2698.6,2698.7,10.38,-999.25,0.527,2698.65
MY52,2699.1,2699.2,8.61,-999.25,0.488,2699.15
MY52,2700.1,2700.2,5.84,-999.25,0.336,2700.15
MY52,2700.6,2700.7,1.1,45.947,0.072,2700.65
MY52,2701.1,2701.2,1.26,0,0.084,2701.15
MY52,2701.6,2701.7,1.4,11.781,0.117,2701.65
MY52,2702.1,2702.2,2.07,-999.25,0.092,2702.15
MY52,2702.2,2702.3,0.93,5.569,0.077,2702.25
MY52,2702.3,2702.4,1.48,-999.25,0.084,2702.35
MY52,2702.6,2702.7,1.32,1.431,0.144,2702.65
MY52,2703.1,2703.2,0.7,1.84,0.051,2703.15
MY52,2703.6,2703.7,0.42,-999.25,0.06,2703.65
MY52,2704.1,2704.2,0.85,0.886,0.152,2704.15
MY52,2704.6,2704.7,0.69,0.214,0.116,2704.65
MY52,2705.1,2705.2,0.92,3.383,0.128,2705.15
MY52,2705.6,2705.7,0.54,0.191,0.047,2705.65
MY52,2706.1,2706.2,0.25,-999.25,0.111,2706.15
MY52,2706.6,2706.7,1.07,0.015,0.064,2706.65
MY52,2707.1,2707.2,0.6,0.119,0.084,2707.15
MY52,2707.6,2707.7,1.03,0,0.027,2707.65
MY52,2708.1,2708.2,0.38,0.071,0.049,2708.15
MY52,2708.6,2708.7,1.59,0.461,0.039,2708.65
MY52,2709.3,2709.4,0.46,0.131,0.061,2709.35
MY52,2709.6,2709.7,0.3,0,0.073,2709.65
MY52,2710.1,2710.2,0.45,0.056,0.079,2710.15
MY52,2710.6,2710.7,0.7,0,0.054,2710.65
MY52,2711.1,2711.2,0.45,0,0.054,2711.15
MY52,2711.6,2711.7,0.15,0,0.074,2711.65
MY52,2712.1,2712.2,0.23,0,0.068,2712.15
MY52,2712.6,2712.7,0.15,0.131,0.048,2712.65
MY52,2713.1,2713.2,0.68,0.039,0.092,2713.15
MY52,2713.6,2713.7,0.07,0.065,0.045,2713.65
MY52,2714.1,2714.2,0.08,0,0.044,2714.15
MY52,2714.6,2714.7,0.38,0.021,0.022,2714.65
MY54,2701.7,2701.8,2.19,0.181,0.02,2701.75
MY54,2703.2,2703.3,8.55,0,0.66,2703.25
MY54,2703.7,2703.8,8.13,0.087,0.627,2703.75
MY54,2705.3,2705.4,3.05,0,0.038,2705.35
MY54,2705.8,2705.9,1.94,0.013,0.02,2705.85
MY54,2706.3,2706.4,3.25,0.034,0.016,2706.35
MY54,2706.8,2706.9,4.1,0.026,0.021,2706.85
MY54,2707.3,2707.4,7.31,0.037,0.024,2707.35
MY54,2707.4,2707.5,3.28,0,0.024,2707.45
MY54,2707.9,2708,5.87,0.214,0.025,2707.95
MY54,2708.4,2708.5,1.87,0.056,0.01,2708.45
MY54,2708.9,2709,3.94,0.06,0.024,2708.95
MY54,2709.4,2709.5,1.81,0,0.048,2709.45
MY54,2709.9,2710,4.66,0.087,0.321,2709.95
MY54,2710.4,2710.5,14.2,0.262,0.715,2710.45
MY54,2710.9,2711,14.68,0,0.83,2710.95
MY54,2711.4,2711.5,15.81,0,0.509,2711.45
MY54,2711.9,2712,13.57,0.286,0.864,2711.95
MY54,2712.4,2712.5,11.1,0.131,0.2,2712.45
MY54,2712.9,2713,13.3,0,0.615,2712.95
MY54,2713.4,2713.5,17.15,0,0.983,2713.45
MY54,2713.9,2714,28.8,0,1.131,2713.95
MY54,2714.4,2714.5,18.72,1.428,0.895,2714.45
MY54,2714.9,2715,14.46,0.491,0.762,2714.95
MY54,2715.4,2715.5,7.93,0.524,0.357,2715.45
MY54,2715.9,2716,2.96,0,0.065,2715.95
MY54,2716.4,2716.5,3.16,0.214,0.067,2716.45
MY54,2716.5,2716.6,6.12,0.064,0.202,2716.55
MY54,2717,2717.1,16.43,1.029,0.879,2717.05
MY54,2717.5,2717.6,18.77,1.309,0.93,2717.55
MY54,2718,2718.1,18.03,0.483,0.939,2718.05
MY54,2718.5,2718.6,17.58,0.825,1.018,2718.55
MY54,2719,2719.1,17.5,0.537,1.043,2719.05
MY54,2719.5,2719.6,16.54,0.894,0.93,2719.55
MY54,2720,2720.1,14.6,0.192,0.89,2720.05
MY54,2720.5,2720.6,9.73,0.826,0.545,2720.55
MY54,2721,2721.1,0,2.147,0.521,2721.05
MY54,2721.5,2721.6,1.09,0.358,0.025,2721.55
MY55,2589.2,2589.3,1.37,0.02,0.02,2589.25
MY55,2589.5,2589.6,2.67,0,0.045,2589.55
MY55,2590,2590.1,0.21,0,0.05,2590.05
MY55,2590.5,2590.6,0.49,0,0.054,2590.55
MY55,2591,2591.1,3.31,0,0.037,2591.05
MY55,2591.5,2591.6,3.51,0,0.069,2591.55
MY55,2592,2592.1,0.42,0,0.062,2592.05
MY55,2592.5,2592.6,4.07,0,0.024,2592.55
MY55,2593,2593.1,1.54,0,0.045,2593.05
MY55,2593.5,2593.6,0.7,0,0.038,2593.55
MY55,2594,2594.1,1.39,0,0.031,2594.05
MY55,2594.5,2594.6,4.85,0,0.038,2594.55
MY55,2595,2595.1,0.84,0,0.034,2595.05
MY55,2596.5,2596.6,5.38,0,0.05,2596.55
MY55,2597,2597.1,4.69,0,0.025,2597.05
MY55,2597.5,2597.6,5.38,0,0.022,2597.55
MY55,2598,2598.1,4.06,0,0.021,2598.05
MY55,2598.5,2598.6,1.4,0,0.036,2598.55
MY55,2599,2599.1,0.7,0,0.035,2599.05
MY55,2599.5,2599.6,0.7,0,0.016,2599.55
MY55,2600,2600.1,5.46,0,0.05,2600.05
MY55,2600.5,2600.6,1.53,0,0.058,2600.55
MY55,2601,2601.1,0.77,0,0.013,2601.05
MY55,2601.5,2601.6,0.42,0,0.067,2601.55
MY55,2602,2602.1,0.35,0,0.022,2602.05
MY55,2602.5,2602.6,1.69,0,0.15,2602.55
MY55,2603,2603.1,1.2,0,0.13,2603.05
MY55,2603.5,2603.6,2.95,0,0.035,2603.55
MY55,2604,2604.1,1.12,0,0.151,2604.05
MY55,2604.5,2604.6,0.98,0,0.045,2604.55
MY55,2605,2605.1,1.4,0,0.089,2605.05
MY55,2605.5,2605.6,3.86,0,0.041,2605.55
MY55,2606,2606.1,3.3,0,0.042,2606.05
MY55,2606.5,2606.6,5.97,0,0.058,2606.55
MY55,2607,2607.1,2.6,0,0.033,2607.05
MY55,2607.5,2607.6,6.61,0,0.076,2607.55
MY55,2608,2608.1,0,0,0.038,2608.05
MY55,2608.5,2608.6,11.18,0.06,0.035,2608.55
MY55,2609,2609.1,11.33,0,0.128,2609.05
MY55,2609.5,2609.6,2.94,0,0.046,2609.55
MY55,2610,2610.1,4.41,0,0.025,2610.05
MY55,2610.5,2610.6,10.19,0,0.038,2610.55
MY55,2611,2611.1,12.46,0,0.027,2611.05
MY55,2611.5,2611.6,0.49,0,0.045,2611.55
MY55,2612,2612.1,1.75,0,0.031,2612.05
MY55,2612.5,2612.6,4.21,0.13,0.015,2612.55
MY55,2613,2613.1,4.77,0,0.018,2613.05
MY55,2613.5,2613.6,10.21,0,0.038,2613.55
MY55,2614,2614.1,0.5,0,0.13,2614.05
MY55,2614.5,2614.6,0.42,0,0.097,2614.55
MY55,2614.8,2614.9,0.78,0,0.092,2614.85
MY55,2615.3,2615.4,0.42,0,0.071,2615.35
MY55,2615.8,2615.9,0.7,0,0.028,2615.85
MY55,2616.3,2616.4,1.37,0,0.027,2616.35
MY55,2616.8,2616.9,6.75,0,0.044,2616.85
MY55,2617.3,2617.4,7.55,0.2,0.031,2617.35
MY55,2617.8,2617.9,0.67,0,0.015,2617.85
MY55,2618.3,2618.4,0.42,0,0.031,2618.35
MY55,2618.8,2618.9,0.49,0,0.024,2618.85
MY55,2619.3,2619.4,7.72,0,0.04,2619.35
MY55,2619.8,2619.9,9.98,0,0.098,2619.85
MY55,2620.3,2620.4,1.99,0,0.033,2620.35
MY55,2620.8,2620.9,0.49,0,0.028,2620.85
MY55,2621.3,2621.4,0.35,0,0.033,2621.35
MY55,2621.8,2621.9,1.13,0,0.135,2621.85
MY55,2622.3,2622.4,1.48,0,0.029,2622.35
MY55,2622.8,2622.9,6.98,0,0.016,2622.85
MY55,2623.3,2623.4,11.24,0,0.023,2623.35
MY55,2623.8,2623.9,10.66,0,0.012,2623.85
MY55,2624.3,2624.4,7.27,0.05,0.029,2624.35
MY55,2624.8,2624.9,5.84,0,0.027,2624.85
MY55,2625.3,2625.4,3.09,0,0.012,2625.35
MY55,2625.8,2625.9,2.11,0,0.014,2625.85
MY55,2626.3,2626.4,2.11,0,0.014,2626.35
MY55,2626.8,2626.9,5.39,0,0.024,2626.85
MY55,2627.3,2627.4,9.54,0,0.03,2627.35
MY55,2627.8,2627.9,7.46,-999.25,0.023,2627.85
MY55,2628.3,2628.4,10,0.02,0.027,2628.35
MY55,2628.8,2628.9,17.37,0.02,0.015,2628.85
MY55,2629.3,2629.4,15.32,0,0.031,2629.35
MY55,2629.8,2629.9,14.68,-999.25,0.046,2629.85
MY55,2630.3,2630.4,4.98,0,0.031,2630.35
MY55,2630.8,2630.9,11.96,0,0.028,2630.85
MY55,2631.3,2631.4,10.09,0.11,0.034,2631.35
MY55,2631.8,2631.9,2.49,0,0.022,2631.85
MY55,2632.3,2632.4,0.9,0,0.012,2632.35
MY55,2632.8,2632.9,0.9,0,0.013,2632.85
MY55,2633.1,2633.2,2.84,0,0.013,2633.15
MY55,2633.3,2633.4,4.43,0,0.017,2633.35
MY55,2633.8,2633.9,2.29,0,0.015,2633.85
MY55,2634.3,2634.4,2.91,0,0.033,2634.35
MY55,2634.8,2634.9,1.39,0,-999.25,2634.85
MY55,2635.3,2635.4,1.04,0,0.022,2635.35
MY55,2635.8,2635.9,1.94,0,0.025,2635.85
MY55,2636.3,2636.4,1.04,0,0.021,2636.35
MY55,2636.8,2636.9,1.04,0,0.024,2636.85
MY55,2637.3,2637.4,4.86,0,0.017,2637.35
MY55,2637.8,2637.9,3.43,0,0.024,2637.85
MY55,2638.3,2638.4,2.53,0,0.008,2638.35
MY55,2638.8,2638.9,1.47,0,0.013,2638.85
MY55,2639.3,2639.4,1.19,0,0.025,2639.35
MY55,2639.8,2639.9,1.82,0,0.013,2639.85
MY55,2640.3,2640.4,1.12,0,0.013,2640.35
MY55,2640.8,2640.9,0.91,0,0.027,2640.85
MY55,2641.3,2641.4,1.4,0,0.014,2641.35
MY55,2641.8,2641.9,2.17,0,0.02,2641.85
MY55,2642.3,2642.4,1.61,0,0.011,2642.35
MY55,2642.8,2642.9,1.54,0,0.021,2642.85
MY55,2643.3,2643.4,2.88,0,0.016,2643.35
MY55,2643.8,2643.9,3.63,-999.25,0.026,2643.85
MY55,2644.3,2644.4,4.08,0.01,0.021,2644.35
MY55,2644.8,2644.9,1.83,0,0.01,2644.85
MY55,2645.3,2645.4,0.21,0,0.017,2645.35
MY55,2645.8,2645.9,1.68,0,0.017,2645.85
MY55,2646.3,2646.4,0.42,0,0.016,2646.35
MY55,2646.8,2646.9,0.63,0,0.014,2646.85
MY55,2647.3,2647.4,0.77,0,0.024,2647.35
MY55,2647.8,2647.9,0.63,0,0.002,2647.85
MY56,2786,2786.1,-999.25,-999.25,0,2786.05
MY56,2786.5,2786.6,-999.25,-999.25,0,2786.55
MY56,2786.1,2786.2,-999.25,-999.25,0.026,2786.15
MY56,2787.6,2787.7,-999.25,-999.25,0,2787.65
MY56,2788,2788.1,-999.25,-999.25,0,2788.05
MY56,2788.6,2788.7,-999.25,-999.25,0.026,2788.65
MY56,2789,2789.1,-999.25,-999.25,0,2789.05
MY56,2789.6,2789.7,-999.25,-999.25,0,2789.65
MY56,2790,2790.1,-999.25,-999.25,0.031,2790.05
MY56,2790.5,2790.6,-999.25,-999.25,0,2790.55
MY56,2791,2791.1,-999.25,-999.25,0,2791.05
MY56,2791.6,2791.7,-999.25,-999.25,0.015,2791.65
MY56,2793,2793.1,-999.25,-999.25,0,2793.05
MY56,2793.9,2794,-999.25,-999.25,0,2793.95
MY56,2794.5,2794.6,-999.25,-999.25,0.025,2794.55
MY56,2795.1,2795.2,-999.25,-999.25,0,2795.15
MY56,2795.6,2795.7,-999.25,-999.25,0,2795.65
MY56,2796,2796.1,-999.25,-999.25,0.021,2796.05
MY56,2797.2,2797.3,-999.25,-999.25,0,2797.25
MY56,2797.6,2797.7,-999.25,-999.25,0,2797.65
MY56,2798.1,2798.2,-999.25,-999.25,0.021,2798.15
MY56,2798.6,2798.7,-999.25,-999.25,0,2798.65
MY56,2799.1,2799.2,-999.25,-999.25,0,2799.15
MY56,2799.5,2799.6,-999.25,-999.25,0.018,2799.55
MY56,2800.4,2800.5,-999.25,-999.25,0,2800.45
MY56,2800.9,2801,-999.25,-999.25,0,2800.95
MY56,2801.4,2801.5,-999.25,-999.25,0.03,2801.45
MY56,2801.8,2801.9,-999.25,-999.25,0,2801.85
MY56,2802,2802.1,-999.25,-999.25,0,2802.05
MY56,2802.5,2802.6,-999.25,-999.25,0.021,2802.55
MY56,2803,2803.1,-999.25,-999.25,0,2803.05
MY56,2803.7,2803.8,-999.25,-999.25,0,2803.75
MY56,2803.8,2803.9,-999.25,-999.25,0.121,2803.85
MY56,2804,2804.1,-999.25,-999.25,0,2804.05
MY56,2804.5,2804.6,-999.25,-999.25,0,2804.55
MY56,2805,2805.1,-999.25,-999.25,0.023,2805.05
MY56,2805.5,2805.6,-999.25,-999.25,0,2805.55
MY56,2806,2806.1,-999.25,-999.25,0,2806.05
MY56,2806.5,2806.6,-999.25,-999.25,0.043,2806.55
MY56,2807,2807.1,-999.25,-999.25,0,2807.05
MY56,2807.5,2807.6,-999.25,-999.25,0,2807.55
MY56,2808,2808.1,-999.25,-999.25,0.027,2808.05
MY56,2808.5,2808.6,-999.25,-999.25,0,2808.55
MY56,2809,2809.1,-999.25,-999.25,0,2809.05
MY56,2809.5,2809.6,-999.25,-999.25,0.082,2809.55
MY56,2810,2810.1,-999.25,-999.25,0,2810.05
MY56,2810.5,2810.6,-999.25,-999.25,0,2810.55
MY56,2811,2811.1,-999.25,-999.25,0.068,2811.05
MY56,2811.5,2811.6,-999.25,-999.25,0,2811.55
MY56,2812,2812.1,-999.25,-999.25,0,2812.05
MY56,2812.5,2812.6,-999.25,-999.25,0.043,2812.55
MY56,2813,2813.1,-999.25,-999.25,0,2813.05
MY56,2813.5,2813.6,-999.25,-999.25,0,2813.55
MY56,2814,2814.1,-999.25,-999.25,0,2814.05
MY56,2814.5,2814.6,-999.25,-999.25,0.116,2814.55
MY56,2815,2815.1,-999.25,-999.25,0,2815.05
MY56,2815.5,2815.6,-999.25,-999.25,0,2815.55
MY56,2816,2816.1,-999.25,-999.25,0.106,2816.05
MY56,2816.5,2816.6,-999.25,-999.25,0,2816.55
MY56,2817,2817.1,-999.25,-999.25,0,2817.05
MY56,2817.5,2817.6,-999.25,-999.25,0.056,2817.55
MY56,2818,2818.1,-999.25,-999.25,0,2818.05
MY56,2818.5,2818.6,-999.25,-999.25,0,2818.55
MY56,2819,2819.1,-999.25,-999.25,0.098,2819.05
MY56,2819.5,2819.6,-999.25,-999.25,0,2819.55
MY56,2820,2820.1,-999.25,-999.25,0.096,2820.05
MY56,2820.5,2820.6,-999.25,-999.25,0,2820.55
MY56,2822,2822.1,-999.25,-999.25,0,2822.05
MY56,2822.5,2822.6,-999.25,-999.25,0.103,2822.55
MY56,2823,2823.1,-999.25,-999.25,0,2823.05
MY56,2823.5,2823.6,-999.25,-999.25,0,2823.55
MY56,2824,2824.1,-999.25,-999.25,0.249,2824.05
MY56,2824.5,2824.6,-999.25,-999.25,0,2824.55
MY56,2825,2825.1,-999.25,-999.25,0,2825.05
MY56,2825.5,2825.6,-999.25,-999.25,0.226,2825.55
MY56,2826,2826.1,-999.25,-999.25,0,2826.05
MY56,2826.5,2826.6,-999.25,-999.25,0,2826.55
MY56,2827.5,2827.6,-999.25,-999.25,0.204,2827.55
MY56,2828,2828.1,-999.25,-999.25,0,2828.05
MY56,2828.5,2828.6,-999.25,-999.25,0,2828.55
MY56,2829,2829.1,-999.25,-999.25,0.12,2829.05
MY56,2829.5,2829.6,-999.25,-999.25,0,2829.55
MY56,2830,2830.1,-999.25,-999.25,0,2830.05
MY56,2830.5,2830.6,-999.25,-999.25,0.13,2830.55
MY56,2831,2831.1,-999.25,-999.25,0,2831.05
MY56,2831.5,2831.6,-999.25,-999.25,0,2831.55
MY56,2832,2832.1,-999.25,-999.25,0.044,2832.05
MY56,2832.5,2832.6,-999.25,-999.25,0,2832.55
MY56,2833,2833.1,-999.25,-999.25,0,2833.05
MY56,2835,2835.1,-999.25,-999.25,0.041,2835.05
MY56,2835.6,2835.7,-999.25,-999.25,0,2835.65
MY56,3302.5,3302.6,-999.25,-999.25,0,3302.55
MY56,3303.5,3303.6,-999.25,-999.25,0,3303.55
MY56,3304.5,3304.6,-999.25,-999.25,0,3304.55
MY56,3305.5,3305.6,-999.25,-999.25,0,3305.55
MY56,3306.5,3306.6,-999.25,-999.25,0,3306.55
MY56,3307.5,3307.6,-999.25,-999.25,0,3307.55
MY56,3308.5,3308.6,-999.25,-999.25,0,3308.55
MY56,3309.5,3309.6,-999.25,-999.25,0,3309.55
MY56,3310.5,3310.6,-999.25,-999.25,0,3310.55
MY56,3311.5,3311.6,-999.25,-999.25,0,3311.55
MY56,3312.5,3312.6,-999.25,-999.25,0,3312.55
MY56,3313.5,3313.6,-999.25,-999.25,0,3313.55
MY56,3314.5,3314.6,-999.25,-999.25,0,3314.55
MY56,3315.5,3315.6,-999.25,-999.25,0,3315.55
MY56,3316.5,3316.6,-999.25,-999.25,0,3316.55
MY56,3317.5,3317.6,-999.25,-999.25,0,3317.55
MY56,3318.5,3318.6,-999.25,-999.25,0,3318.55
MY56,3319.5,3319.6,-999.25,-999.25,0,3319.55
MY56,3320.5,3320.6,-999.25,-999.25,0,3320.55
MY56,3321.5,3321.6,-999.25,-999.25,0,3321.55
MY56,3322.5,3322.6,-999.25,-999.25,0,3322.55
MY56,3323.5,3323.6,-999.25,-999.25,0,3323.55
MY56,3324.5,3324.6,-999.25,-999.25,0,3324.55
MY56,3325.5,3325.6,-999.25,-999.25,0,3325.55
MY56,3326.5,3326.6,-999.25,-999.25,0,3326.55
MY56,3327.5,3327.6,-999.25,-999.25,0,3327.55
